"C","C_0","DT","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","alpha.water","ddt0(C)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","p","p_rgh","rho","rho_0","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.016287,0.016285,5e-06,0,0,0,0,0,0,1,2.0428e-06,0,0,0,0,0,0,0,49.05,1000,1000,1875,1,3.75,2.5,3.75,0.005
0.016287,0.016285,5e-06,0,0,0,0,0,0,1,2.0428e-06,0,0,0,0,0,0,0,49.05,1000,1000,1875,1,3.75,2.5,3.75,0.005
0.0088103,0.0088089,5e-06,0,0,0,0,0,0,1,1.384e-06,0,0,0,0,0,0,0,49.05,1000,1000,1925,1,3.85,2.5,3.85,0.005
0.0088103,0.0088089,5e-06,0,0,0,0,0,0,1,1.384e-06,0,0,0,0,0,0,0,49.05,1000,1000,1925,1,3.85,2.5,3.85,0.005
0.004537,0.0045361,5e-06,0,0,0,0,0,0,1,8.6782e-07,0,0,0,0,0,0,0,49.05,1000,1000,1975,1,3.95,2.5,3.95,0.005
0.004537,0.0045361,5e-06,0,0,0,0,0,0,1,8.6782e-07,0,0,0,0,0,0,0,49.05,1000,1000,1975,1,3.95,2.5,3.95,0.005
0.0022259,0.0022254,5e-06,0,0,0,0,0,0,1,5.0711e-07,0,0,0,0,0,0,0,49.05,1000,1000,2025,1,4.05,2.5,4.05,0.005
0.0022259,0.0022254,5e-06,0,0,0,0,0,0,1,5.0711e-07,0,0,0,0,0,0,0,49.05,1000,1000,2025,1,4.05,2.5,4.05,0.005
0.0010414,0.0010411,5e-06,0,0,0,0,0,0,1,2.7758e-07,0,0,0,0,0,0,0,49.05,1000,1000,2075,1,4.15,2.5,4.15,0.005
0.0010414,0.0010411,5e-06,0,0,0,0,0,0,1,2.7758e-07,0,0,0,0,0,0,0,49.05,1000,1000,2075,1,4.15,2.5,4.15,0.005
0.00046504,0.0004649,5e-06,0,0,0,0,0,0,1,1.4291e-07,0,0,0,0,0,0,0,49.05,1000,1000,2125,1,4.25,2.5,4.25,0.005
0.00046504,0.0004649,5e-06,0,0,0,0,0,0,1,1.4291e-07,0,0,0,0,0,0,0,49.05,1000,1000,2125,1,4.25,2.5,4.25,0.005
0.00019844,0.00019837,5e-06,0,0,0,0,0,0,1,6.9435e-08,0,0,0,0,0,0,0,49.05,1000,1000,2175,1,4.35,2.5,4.35,0.005
0.00019844,0.00019837,5e-06,0,0,0,0,0,0,1,6.9435e-08,0,0,0,0,0,0,0,49.05,1000,1000,2175,1,4.35,2.5,4.35,0.005
8.1001e-05,8.0969e-05,5e-06,0,0,0,0,0,0,1,3.1933e-08,0,0,0,0,0,0,0,49.05,1000,1000,2225,1,4.45,2.5,4.45,0.005
